hebben	mogen	doen	1963	1
hebben	mogen	functioneren	1984	1
hebben	mogen	getuigen	1956	1
hebben	mogen	nemen	1919	1
hebben	mogen	op_geven	1857	1
hebben	mogen	strekken	1837	1
hebben	mogen	verwachten	1846	1
hebben	mogen	vinden	1860	1
hebben	mogen	vinden	1874	1
hebben	mogen	vinden	1948	1
hebben	mogen	voltooien	1910	1
hebben	mogen	zien	1924	1
hebben	mogen	zien	1971	1
hebben	mogen	zien	1972	1
hebben	pogen	ontnemen	1898	1
hebben	pogen	ontzenuwen	1951	1
hebben	pogen	smoren	1946	1
hebben	proberen	blijven	1999	1
hebben	proberen	doen	1972	1
hebben	proberen	uit_voeren	1988	1
hebben	proberen	verleiden	1964	1
hebben	proberen	verzoenen	1999	1
hebben	staan	aan_zien	1906	1
hebben	staan	staren	1922	1
hebben	staan	trekken	1895	1
hebben	staan	zwaaien	1978	1
hebben	trachten	begrijpen	1935	1
hebben	trachten	benaderen	1934	1
hebben	trachten	beredeneren	1937	1
hebben	trachten	breken	1931	1
hebben	trachten	doven	1875	1
hebben	trachten	houden	1888	1
hebben	trachten	maken	1858	1
hebben	trachten	ontsnappen	1891	1
hebben	trachten	ontwikkelen	1874	1
hebben	trachten	produceren	1954	1
hebben	trachten	remmen	1922	1
hebben	trachten	schrijven	1971	1
hebben	trachten	uiten	1935	1
hebben	trachten	verspreiden	1846	1
hebben	trachten	verstaan	1869	1
hebben	trachten	vinden	1869	1
hebben	trachten	weer_geven	1909	1
hebben	trachten	werken	1874	1
hebben	vergeten	verschijnen	1960	1
hebben	verzuimen	leren	1919	1
hebben	vinden	bedriegen	1935	1
hebben	vinden	behouden	1880	1
hebben	vinden	zitten	1895	1
hebben	wagen	op_roepen	1891	1
hebben	wagen	verheffen	1978	1
hebben	weigeren	in_nemen	1956	1
hebben	weigeren	maken	1959	1
hebben	wensen	hebben	1898	1
hebben	weten	beheersen	1931	1
hebben	weten	beveiligen	1847	1
hebben	weten	bewaren	1903	1
hebben	weten	bewerken	1869	1
hebben	weten	blijven	1909	1
hebben	weten	eigen_maken	1880	1
hebben	weten	geven	1907	1
hebben	weten	gv	1954	1
hebben	weten	handhaven	1954	1
hebben	weten	hoeden	1961	1
hebben	weten	houden	1934	1
hebben	weten	houden	1954	1
hebben	weten	krijgen	1992	1
hebben	weten	leggen	1938	1
hebben	weten	leggen	1964	1
hebben	weten	maken	1936	1
hebben	weten	na_bootsen	1910	1
hebben	weten	onttrekken	1982	1
hebben	weten	verdedigen	1992	1
hebben	weten	verkrijgen	1841	1
hebben	weten	verschaffen	1857	1
hebben	willen	aan_duiden	1982	1
hebben	willen	aan_klagen	1919	1
hebben	willen	aan_tonen	1890	1
hebben	willen	aan_wijzen	1840	1
hebben	willen	af_ronden	1989	1
hebben	willen	af_wijzen	1906	1
hebben	willen	affronteren	1949	1
hebben	willen	beginnen	1994	1
hebben	willen	behouden	1839	1
hebben	willen	belichamen	1946	1
hebben	willen	beweren	1994	1
hebben	willen	bezien	1995	1
