verb1,year,frequency
fluiten,1903,1
fluiten,1917,1
fluiten,1922,2
fluiten,1940,1
fluiten,1947,1
fluiten,1952,1
fluiten,1953,1
fluiten,1961,1
fluiten,1989,1
foeteren,1930,1
folteren,1842,1
fonkelen,1935,1
forceren,1916,1
formeren,1890,1
formuleren,1846,1
formuleren,1919,1
formuleren,1946,1
formuleren,1953,2
formuleren,1958,4
formuleren,1959,2
formuleren,1961,1
formuleren,1982,1
formuleren,1984,1
formuleren,1989,1
formuleren,1992,1
formuleren,1997,1
fotograferen,1937,1
fotograferen,1947,1
frommelen,1837,1
frommelen,1918,1
fronsen,1837,1
fronsen,1841,1
fronsen,1842,1
fronsen,1922,2
fronsen,1935,1
frutselen,1919,2
fulmineren,1979,1
functioneren,1974,1
functioneren,1979,2
functioneren,1980,2
functioneren,1985,1
funderen,1951,1
fungeren,1924,1
fungeren,1952,1
fungeren,1961,3
fungeren,1965,1
fungeren,1972,1
fungeren,1975,3
fungeren,1979,1
fungeren,1985,3
fungeren,1991,2
gaan,1837,2
gaan,1839,1
gaan,1840,6
gaan,1841,3
gaan,1842,8
gaan,1843,1
gaan,1846,3
gaan,1847,5
gaan,1857,10
gaan,1860,7
gaan,1869,6
gaan,1871,6
gaan,1874,4
gaan,1875,12
gaan,1880,5
gaan,1888,4
gaan,1890,7
gaan,1891,9
gaan,1892,3
gaan,1894,2
gaan,1895,7
gaan,1896,8
gaan,1898,8
gaan,1902,5
gaan,1903,12
gaan,1904,7
gaan,1905,13
gaan,1906,13
gaan,1908,7
gaan,1909,3
gaan,1910,11
gaan,1911,6
gaan,1912,1
gaan,1913,1
gaan,1917,3
gaan,1918,12
gaan,1919,8
gaan,1920,5
gaan,1922,30
gaan,1924,10
gaan,1925,22
gaan,1926,43
gaan,1927,2
gaan,1929,1
gaan,1930,5
gaan,1934,7
gaan,1935,9
gaan,1936,4
gaan,1937,9
gaan,1938,4
gaan,1939,2
gaan,1940,15
gaan,1941,5
gaan,1943,1
gaan,1945,7
gaan,1946,7
gaan,1947,2
gaan,1949,13
gaan,1951,6
gaan,1952,1
gaan,1953,11
gaan,1954,7
gaan,1955,6
gaan,1956,5
gaan,1957,8
gaan,1958,5
gaan,1959,5
gaan,1960,8
gaan,1961,5
gaan,1963,10
gaan,1964,18
gaan,1965,1
gaan,1968,2
gaan,1970,6
gaan,1971,17
gaan,1972,8
gaan,1973,1
gaan,1975,2
gaan,1977,3
gaan,1978,20
gaan,1979,17
gaan,1980,9
gaan,1981,1
gaan,1982,12
gaan,1985,7
gaan,1986,1
gaan,1988,6
gaan,1989,3
gaan,1990,2
gaan,1991,12
gaan,1992,11
gaan,1994,6
gaan,1995,8
gaan,1997,6
gaan,1999,13
gade_slaan,1837,2
gade_slaan,1842,1
gade_slaan,1869,1
gade_slaan,1874,1
gade_slaan,1953,1
gade_slaan,1970,1
gade_slaan,1985,1
galmen,1949,1
gapen,1847,1
gapen,1890,2
gapen,1891,1
gapen,1892,1
gapen,1910,1
gapen,1918,1
gapen,1922,1
gapen,1926,1
gappen,1959,1
garanderen,1880,3
garanderen,1992,3
gebaren,1905,1
gebaren,1925,1
gebaren,1964,1
gebeuren,1841,1
gebeuren,1842,1
gebeuren,1857,1
gebeuren,1874,1
gebeuren,1875,1
gebeuren,1894,2
gebeuren,1895,1
gebeuren,1907,1
gebeuren,1910,2
gebeuren,1911,4
gebeuren,1918,2
gebeuren,1919,1
gebeuren,1922,2
gebeuren,1924,5
gebeuren,1925,2
gebeuren,1926,1
gebeuren,1931,1
gebeuren,1933,1
gebeuren,1934,4
gebeuren,1935,2
gebeuren,1938,2
gebeuren,1939,1
gebeuren,1940,1
gebeuren,1945,3
gebeuren,1949,1
gebeuren,1950,1
gebeuren,1951,1
gebeuren,1953,2
gebeuren,1954,1
gebeuren,1956,1
gebeuren,1957,1
gebeuren,1959,2
gebeuren,1960,1
gebeuren,1963,5
gebeuren,1964,4
gebeuren,1965,5
gebeuren,1971,3
gebeuren,1975,2
gebeuren,1978,3
gebeuren,1980,1
gebeuren,1982,1
gebeuren,1985,2
gebeuren,1988,1
gebeuren,1989,1
gebeuren,1991,2
gebeuren,1992,3
gebeuren,1993,1
gebeuren,1994,2
gebeuren,1995,1
gebeuren,1997,1
gebeuren,1999,3
gebieden,1919,2
gebieden,1925,1
gebieden,1941,1
gebieden,1956,1
gebruiken,1840,1
gebruiken,1841,1
gebruiken,1842,1
gebruiken,1857,1
gebruiken,1858,1
gebruiken,1860,1
gebruiken,1874,2
gebruiken,1880,1
gebruiken,1888,1
gebruiken,1904,1
gebruiken,1908,1
gebruiken,1911,2
gebruiken,1912,2
gebruiken,1913,1
gebruiken,1917,1
gebruiken,1919,1
gebruiken,1933,1
gebruiken,1934,1
gebruiken,1936,2
gebruiken,1937,1
gebruiken,1948,2
gebruiken,1949,1
gebruiken,1953,1
gebruiken,1954,2
gebruiken,1955,1
gebruiken,1961,1
gebruiken,1964,6
gebruiken,1965,2
gebruiken,1968,1
gebruiken,1970,1
gebruiken,1971,2
gebruiken,1973,2
gebruiken,1975,7
gebruiken,1978,2
gebruiken,1982,1
gebruiken,1984,1
gebruiken,1988,1
gebruiken,1991,1
gebruiken,1992,3
gebruiken,1994,9
gebruiken,1995,1
gebruiken,1997,1
gebruiken,1999,2
gedenken,1910,1
gedenken,1922,1
gedenken,1924,1
gedenken,1935,1
gedenken,1940,2
gedijen,1997,1
gedogen,1902,1
gedragen,1890,1
gedragen,1926,4
gedragen,1949,1
gedragen,1951,1
gedragen,1959,1
gedragen,1971,1
gedragen,1972,1
gedragen,1992,1
gedragen,1997,1
gehoorzamen,1890,1
gehoorzamen,1926,1
gehoorzamen,1939,1
gehoorzamen,1949,1
gehoorzamen,1951,1
gehoorzamen,1958,1
gelden,1837,1
gelden,1841,1
gelden,1842,1
gelden,1843,1
gelden,1846,1
gelden,1847,1
gelden,1857,1
gelden,1860,1
gelden,1869,5
gelden,1871,2
gelden,1875,1
gelden,1888,1
gelden,1890,1
gelden,1894,2
gelden,1895,4
gelden,1902,1
gelden,1903,3
gelden,1906,1
gelden,1910,1
gelden,1912,3
gelden,1919,3
gelden,1922,1
gelden,1926,2
gelden,1933,1
gelden,1934,3
gelden,1937,2
gelden,1939,6
gelden,1940,2
gelden,1943,1
gelden,1946,4
gelden,1947,1
gelden,1951,7
gelden,1952,2
gelden,1953,1
gelden,1954,1
gelden,1955,1
gelden,1956,2
gelden,1958,2
gelden,1959,1
gelden,1960,2
gelden,1964,1
gelden,1968,2
gelden,1970,2
gelden,1972,2
gelden,1973,2
gelden,1975,4
gelden,1977,1
gelden,1978,1
gelden,1979,8
gelden,1980,1
gelden,1982,1
gelden,1985,3
gelden,1988,2
gelden,1989,3
gelden,1991,2
gelden,1992,1
gelden,1994,13
gelden,1999,3
geleiden,1839,1
geleiden,1841,1
geleiden,1890,2
geleiden,1895,1
geleiden,1954,1
geleiden,1988,1
gelieven,1933,1
gelijk_hebben,1860,3
gelijk_hebben,1880,2
gelijk_hebben,1891,1
gelijk_hebben,1894,1
gelijk_hebben,1895,1
gelijk_hebben,1910,2
gelijk_hebben,1911,1
gelijk_hebben,1918,1
gelijk_hebben,1925,2
gelijk_hebben,1926,6
gelijk_hebben,1934,1
gelijk_hebben,1935,1
gelijk_hebben,1937,1
gelijk_hebben,1945,1
gelijk_hebben,1958,1
gelijk_hebben,1964,1
gelijk_hebben,1970,1
gelijk_hebben,1972,2
gelijk_hebben,1975,1
gelijk_hebben,1979,1
gelijk_hebben,1991,1
gelijk_hebben,1992,1
gelijk_hebben,1994,1
gelijk_maken,1920,1
gelijk_staan,1917,1
gelijk_staan,1985,1
gelijk_staan,1994,1
gelijk_stellen,1948,1
gelijken,1837,3
gelijken,1840,1
gelijken,1847,1
gelijken,1874,3
gelijken,1890,1
gelijken,1891,3
gelijken,1892,1
gelijken,1895,2
gelijken,1906,1
gelijken,1907,1
gelijken,1908,1
gelijken,1909,1
gelijken,1910,4
gelijken,1911,1
gelijken,1919,1
gelijken,1924,1
gelijken,1925,1
gelijken,1935,1
gelijken,1940,1
gelijken,1949,1
gelijken,1963,1
gelijken,1968,1
gelijken,1978,1
geloven,1837,1
geloven,1839,2
geloven,1841,4
geloven,1842,5
geloven,1843,1
geloven,1846,5
geloven,1857,1
geloven,1860,4
geloven,1871,8
geloven,1874,3
geloven,1880,2
geloven,1888,2
geloven,1890,5
geloven,1891,3
geloven,1892,3
geloven,1895,3
geloven,1896,1
geloven,1898,4
geloven,1903,1
geloven,1904,2
geloven,1906,1
geloven,1907,1
geloven,1910,10
geloven,1911,2
geloven,1917,2
geloven,1918,3
geloven,1919,5
geloven,1920,2
geloven,1922,4
geloven,1924,7
geloven,1925,3
geloven,1926,8
geloven,1930,4
geloven,1933,6
geloven,1934,2
geloven,1935,6
geloven,1936,1
geloven,1937,1
geloven,1940,2
geloven,1943,2
geloven,1945,2
geloven,1946,1
geloven,1948,1
geloven,1949,2
geloven,1951,1
geloven,1953,1
geloven,1955,1
geloven,1957,5
geloven,1958,3
geloven,1960,10
geloven,1961,2
geloven,1964,3
geloven,1970,3
geloven,1971,5
geloven,1973,2
geloven,1975,3
geloven,1978,1
geloven,1979,2
geloven,1980,1
geloven,1982,2
geloven,1989,1
geloven,1992,3
geloven,1999,4
geluk_wensen,1926,1
gelukken,1847,1
gelukken,1857,2
gelukken,1869,1
gelukken,1874,1
gelukken,1875,1
gelukken,1880,4
gelukken,1890,2
gelukken,1891,1
gelukken,1902,1
gelukken,1910,1
gelukken,1949,1
generen,1874,1
generen,1926,1
geneuvellen,1895,1
genezen,1841,1
genezen,1891,1
genezen,1894,1
genezen,1919,1
genezen,1930,1
genezen,1940,1
genezen,1946,1
genezen,1949,1
genezen,1970,1
genezen,1977,1
genezen,1985,1
genieten,1837,1
genieten,1842,1
genieten,1857,1
genieten,1858,1
genieten,1860,4
genieten,1888,1
genieten,1891,1
genieten,1911,1
genieten,1912,1
genieten,1918,2
genieten,1919,1
genieten,1922,5
genieten,1924,2
genieten,1925,1
genieten,1935,1
genieten,1936,1
genieten,1945,1
genieten,1951,1
genieten,1953,1
genieten,1959,1
genieten,1960,1
genieten,1970,2
genieten,1972,2
genieten,1979,1
genieten,1981,1
genieten,1982,2
genieten,1988,3
genieten,1992,2
genieten,1997,1
geraken,1840,1
geraken,1841,1
geraken,1842,1
geraken,1869,1
geraken,1874,1
geraken,1880,1
geraken,1895,1
geraken,1896,4
geraken,1905,1
geraken,1910,4
geraken,1924,2
geraken,1926,1
geraken,1933,1
geraken,1935,2
geraken,1949,2
geraken,1951,2
geraken,1960,1
geraken,1963,4
geraken,1971,1
geraken,1973,1
geraken,1978,2
geraken,1985,1
geraken,1991,1
gereed_komen,1959,1
gereed_maken,1857,1
gerust_stellen,1952,1
gerust_stellen,1971,1
gerust_stellen,1991,1
geschieden,1846,3
geschieden,1857,1
geschieden,1874,1
geschieden,1880,3
geschieden,1888,2
geschieden,1890,1
geschieden,1891,2
geschieden,1894,1
geschieden,1895,1
geschieden,1896,2
geschieden,1898,1
geschieden,1902,1
geschieden,1905,2
geschieden,1917,1
geschieden,1926,2
geschieden,1928,2
geschieden,1933,1
geschieden,1934,1
geschieden,1945,4
geschieden,1946,1
geschieden,1947,1
geschieden,1949,1
geschieden,1951,1
geschieden,1952,1
geschieden,1953,1
geschieden,1959,1
geschieden,1965,1
geschieden,1971,1
geschieden,1985,1
geschieden,1989,1
gesticuleren,1964,1
gesticuleren,1978,1
getroosten,1837,1
getroosten,1934,1
getuigen,1841,1
getuigen,1842,2
getuigen,1843,2
getuigen,1847,1
getuigen,1857,1
getuigen,1860,1
getuigen,1871,1
getuigen,1875,1
getuigen,1888,1
getuigen,1890,2
getuigen,1891,1
getuigen,1892,3
getuigen,1896,1
getuigen,1905,1
getuigen,1917,2
getuigen,1922,5
getuigen,1925,1
getuigen,1928,1
getuigen,1931,2
getuigen,1933,2
getuigen,1934,3
getuigen,1937,1
getuigen,1948,1
getuigen,1953,6
getuigen,1956,1
getuigen,1959,2
getuigen,1964,1
getuigen,1965,3
getuigen,1968,1
getuigen,1972,1
getuigen,1979,1
getuigen,1985,1
getuigen,1992,2
geuren,1926,1
geuren,1935,1
geuren,1977,2
geuren,1978,1
geuren,1992,1
gevallen,1937,1
geven,1837,8
geven,1839,6
geven,1840,1
geven,1841,5
geven,1842,7
geven,1846,2
geven,1847,3
geven,1857,10
geven,1858,6
geven,1860,7
geven,1869,4
geven,1871,6
geven,1874,13
geven,1875,8
geven,1880,9
geven,1888,5
geven,1890,17
geven,1891,7
geven,1892,14
geven,1894,5
geven,1895,10
geven,1896,10
geven,1898,9
geven,1902,2
geven,1903,8
geven,1904,9
geven,1905,20
geven,1906,5
geven,1907,10
geven,1908,4
geven,1909,2
geven,1910,23
geven,1911,9
geven,1912,14
geven,1913,6
geven,1917,14
geven,1918,7
geven,1919,7
geven,1920,5
geven,1922,20
geven,1924,9
geven,1925,16
geven,1926,12
geven,1928,2
geven,1930,7
geven,1931,2
geven,1932,6
geven,1933,5
geven,1934,24
geven,1935,10
geven,1936,5
geven,1937,7
geven,1938,3
geven,1939,2
geven,1940,8
geven,1941,1
geven,1943,3
geven,1945,3
geven,1946,7
geven,1947,4
geven,1948,2
geven,1949,2
geven,1950,4
geven,1951,9
geven,1952,1
geven,1953,8
geven,1954,1
geven,1956,5
geven,1957,2
geven,1958,4
geven,1959,13
geven,1960,5
geven,1961,5
geven,1962,1
geven,1963,7
geven,1964,8
geven,1965,3
geven,1970,11
geven,1971,2
geven,1972,2
geven,1973,2
geven,1975,5
geven,1976,1
geven,1977,1
geven,1978,7
geven,1979,17
geven,1980,9
geven,1982,8
geven,1985,6
geven,1986,4
geven,1988,4
geven,1989,3
geven,1991,5
geven,1992,6
geven,1993,2
geven,1994,9
geven,1995,2
geven,1999,6
gevoelen,1842,1
gevoelen,1843,1
gevoelen,1858,2
gevoelen,1860,6
gevoelen,1874,4
gevoelen,1875,4
gevoelen,1888,1
gevoelen,1890,5
gevoelen,1892,2
gevoelen,1895,6
gevoelen,1903,2
gevoelen,1906,4
gevoelen,1910,1
gevoelen,1919,1
gevoelen,1924,3
gevoelen,1925,2
gevoelen,1926,2
gevoelen,1935,1
gevoelen,1936,1
gevoelen,1937,1
gevoelen,1940,1
gevoelen,1946,1
gevoelen,1951,1
gewaar_worden,1837,1
gewaar_worden,1842,1
gewaar_worden,1890,1
gewaar_worden,1896,1
gewaar_worden,1922,1
gewaar_worden,1947,1
gewaar_worden,1953,1
gewaar_worden,1959,1
gewaar_worden,1960,3
gewaar_worden,1964,1
gewaar_worden,1971,1
gewaar_worden,1981,1
gewaar_worden,1985,1
gewagen,1843,1
gewagen,1880,2
gewagen,1894,1
gewagen,1928,1
gewagen,1956,1
gewagen,1994,1
giechelen,1963,1
gieren,1895,1
gieren,1922,1
gieten,1895,1
gieten,1907,1
gieten,1910,1
gillen,1910,1
gillen,1926,1
gillen,1949,1
gillen,1957,1
gillen,1964,1
gillen,1972,1
gillen,1978,1
gissen,1922,1
gisten,1905,1
gisten,1948,1
glad_strijken,1930,1
glanzen,1841,1
glanzen,1898,1
glanzen,1918,1
glanzen,1919,1
glanzen,1920,2
glanzen,1928,1
glanzen,1964,1
glanzen,1971,1
glanzen,1977,2
glanzen,1978,1
glijden,1843,1
glijden,1892,1
glijden,1895,2
glijden,1918,3
glijden,1919,8
glijden,1922,1
glijden,1925,1
glijden,1955,3
glijden,1961,2
glijden,1963,1
glijden,1970,1
glijden,1978,1
glijden,1981,1
glijden,1987,1
glijden,1991,1
glijden,1999,1
glimlachen,1892,1
glimlachen,1895,2
glimlachen,1898,2
glimlachen,1910,1
glimlachen,1918,1
glimlachen,1919,1
glimlachen,1922,1
glimlachen,1925,3
glimlachen,1928,1
glimlachen,1930,2
glimlachen,1935,4
glimlachen,1949,3
glimlachen,1951,1
glimlachen,1957,1
glimlachen,1963,1
glimlachen,1964,6
glimlachen,1977,1
glimlachen,1981,1
glimmen,1903,1
glimmen,1908,1
glimmen,1922,1
glimmen,1925,1
glimmen,1949,1
glinsteren,1951,1
glinsteren,1981,1
glippen,1919,1
glippen,1970,1
glitteren,1910,1
gloeien,1837,1
gloeien,1841,1
gloeien,1892,1
gloeien,1903,1
gloeien,1910,1
gloeien,1919,3
gloeien,1925,3
gloeien,1938,1
gloeien,1959,1
gloeien,1964,1
gloeien,1972,1
gloeien,1978,1
gloeien,1981,1
gloren,1842,1
glunderen,1922,1
gluren,1918,1
gluren,1919,1
gluren,1957,1
gluren,1978,2
gniffelen,1970,1
gnuiven,1970,2
goed_gaan,1891,1
goed_gaan,1924,2
goed_keuren,1857,1
goed_keuren,1874,1
goed_keuren,1896,1
goed_keuren,1905,1
goed_keuren,1934,1
goed_keuren,1939,1
goed_keuren,1981,1
goed_maken,1910,1
goed_maken,1992,1
goed_vinden,1918,1
goed_vinden,1922,1
golven,1918,1
golven,1951,1
golven,1980,1
gonzen,1905,3
gonzen,1922,1
gonzen,1978,1
gooien,1842,1
gooien,1895,2
gooien,1910,1
gooien,1922,1
gooien,1926,1
gooien,1928,1
gooien,1935,1
gooien,1956,1
gooien,1959,1
gooien,1970,2
gooien,1978,1
gorgelen,1908,1
graaien,1963,1
grabbelen,1919,1
grabbelen,1959,1
grappellen,1910,1
graven,1903,1
graven,1910,1
graven,1919,1
grazen,1941,1
grazen,1949,1
grenzen,1839,1
grenzen,1841,1
grenzen,1880,1
grenzen,1898,1
grenzen,1908,1
grenzen,1929,1
grenzen,1964,1
grenzen,1984,1
grieven,1880,1
grijnslachten,1970,1
grijnzen,1911,1
grijnzen,1935,1
grijnzen,1959,1
grijnzen,1964,2
grijnzen,1970,1
grijpen,1837,4
grijpen,1841,1
grijpen,1842,2
grijpen,1869,1
grijpen,1890,7
grijpen,1891,2
grijpen,1892,2
grijpen,1894,1
grijpen,1895,2
grijpen,1903,2
grijpen,1905,1
grijpen,1909,1
grijpen,1910,1
grijpen,1919,7
grijpen,1922,4
grijpen,1925,1
grijpen,1926,2
grijpen,1930,1
grijpen,1934,1
grijpen,1935,1
grijpen,1937,2
grijpen,1945,1
grijpen,1949,2
grijpen,1950,1
grijpen,1953,2
grijpen,1955,1
grijpen,1959,1
grijpen,1964,2
grijpen,1970,1
grijpen,1978,7
grijpen,1980,1
grijpen,1982,1
grijpen,1999,1
grijzen,1888,1
grimlachen,1837,1
grinniken,1860,1
grinniken,1925,1
grinniken,1935,1
grinniken,1949,1
grinniken,1963,1
grinniken,1977,1
groeien,1875,1
groeien,1890,1
groeien,1891,1
groeien,1892,1
groeien,1908,1
groeien,1910,1
groeien,1917,1
groeien,1919,1
groeien,1920,1
groeien,1922,1
groeien,1924,1
groeien,1926,3
groeien,1935,2
groeien,1936,1
groeien,1938,1
groeien,1940,2
groeien,1946,3
groeien,1948,1
groeien,1951,1
groeien,1953,3
groeien,1958,2
groeien,1960,1
groeien,1961,1
groeien,1971,1
groeien,1972,1
groeien,1980,1
groeien,1982,1
groeien,1983,1
groeien,1987,1
groeien,1988,1
groeien,1989,1
groeien,1997,1
groeperen,1847,1
groeperen,1875,1
groeperen,1913,1
groeperen,1948,1
groeperen,1961,1
groeperen,1980,1
groeten,1895,1
groeten,1903,1
groeten,1905,2
groeten,1918,1
groeten,1925,1
groeten,1951,1
groeten,1964,1
groeten,1977,2
groeten,1978,1
groeten,1993,1
grofstemmen,1922,2
grollen,1925,1
grommen,1837,1
grommen,1910,1
grommen,1922,3
grommen,1925,2
grommen,1960,1
grommen,1977,1
gronden,1869,1
gronden,1880,1
gulpen,1919,1
gunnen,1841,2
gunnen,1842,1
gunnen,1860,1
gunnen,1880,2
gunnen,1890,1
gunnen,1895,1
gunnen,1903,1
gunnen,1905,1
gunnen,1908,1
gunnen,1909,1
gunnen,1918,1
gunnen,1922,1
gunnen,1924,1
gunnen,1963,1
gunnen,1971,1
gunnen,1975,1
gunnen,1978,1
gunnen,1985,1
gutsen,1981,1
haasten,1869,1
haasten,1918,1
haasten,1935,1
haasten,1957,1
haasten,1978,1
haken,1869,1
haken,1891,1
haken,1898,1
haken,1919,1
haken,1926,1
hakken,1953,1
halen,1837,3
halen,1842,4
halen,1847,1
halen,1869,1
halen,1880,1
halen,1891,2
halen,1906,2
halen,1910,3
halen,1918,2
halen,1922,3
halen,1924,1
halen,1925,2
halen,1926,1
halen,1935,2
halen,1936,1
halen,1937,1
halen,1951,2
halen,1956,1
halen,1957,1
halen,1959,1
halen,1961,2
halen,1963,1
halen,1964,6
halen,1970,5
halen,1971,3
halen,1977,1
halen,1978,3
halen,1979,1
halen,1980,1
halen,1992,2
halen,1994,2
halen,1997,1
hameren,1925,1
hameren,1992,1
handelen,1840,1
handelen,1841,1
handelen,1857,2
handelen,1869,1
handelen,1888,1
handelen,1892,1
handelen,1904,2
handelen,1909,1
handelen,1910,1
handelen,1911,2
handelen,1917,1
handelen,1924,1
handelen,1925,1
handelen,1926,2
handelen,1932,1
handelen,1934,1
handelen,1945,1
handelen,1946,2
handelen,1951,1
handelen,1953,1
handelen,1964,1
handelen,1965,1
handelen,1978,2
handelen,1985,1
handelen,1991,4
handelen,1994,3
handhaven,1871,1
handhaven,1874,1
handhaven,1913,1
handhaven,1939,1
handhaven,1946,1
handhaven,1952,1
handhaven,1955,1
handhaven,1970,1
handhaven,1999,1
hangen,1842,2
hangen,1891,1
hangen,1895,1
hangen,1905,6
hangen,1906,1
hangen,1908,2
hangen,1911,1
hangen,1918,1
hangen,1919,3
hangen,1922,8
hangen,1924,1
hangen,1925,4
hangen,1926,1
hangen,1930,4
hangen,1933,1
hangen,1935,1
hangen,1937,2
hangen,1940,1
hangen,1945,1
hangen,1949,1
hangen,1951,2
hangen,1954,1
hangen,1957,1
hangen,1958,1
hangen,1961,4
hangen,1964,2
hangen,1970,1
hangen,1971,1
hangen,1977,5
hangen,1978,7
hangen,1980,1
hangen,1981,2
hangen,1982,1
hangen,1992,1
hangen,1997,2
hangen,1999,2
hanteren,1890,1
hanteren,1919,1
hanteren,1922,2
hanteren,1959,2
hanteren,1961,2
hanteren,1970,1
hanteren,1974,1
hanteren,1975,3
hanteren,1992,1
haperen,1842,1
haperen,1875,1
haperen,1891,1
haperen,1910,1
haperen,1978,1
happen,1905,1
happen,1978,2
haten,1841,2
haten,1891,4
haten,1894,1
haten,1910,3
haten,1919,1
haten,1925,1
haten,1926,3
haten,1934,1
haten,1939,1
haten,1949,1
haten,1964,3
haten,1970,6
haten,1978,3
haten,1994,1
haten,1999,2
havenen,1875,1
havenen,1896,1
hebben,1837,31
hebben,1839,6
hebben,1840,18
hebben,1841,29
hebben,1842,57
hebben,1843,4
hebben,1846,17
hebben,1847,11
hebben,1857,5
hebben,1858,7
hebben,1860,34
hebben,1869,33
hebben,1871,4
hebben,1874,48
hebben,1875,24
hebben,1880,48
hebben,1888,20
hebben,1890,36
hebben,1891,35
hebben,1892,13
hebben,1894,18
hebben,1895,46
hebben,1896,14
hebben,1898,13
hebben,1902,13
hebben,1903,25
hebben,1904,20
hebben,1905,46
hebben,1906,32
hebben,1907,10
hebben,1908,11
hebben,1909,11
hebben,1910,55
hebben,1911,46
hebben,1912,17
hebben,1913,3
hebben,1916,5
hebben,1917,11
hebben,1918,34
hebben,1919,40
hebben,1920,11
hebben,1922,74
hebben,1924,41
hebben,1925,48
hebben,1926,84
hebben,1928,4
hebben,1929,3
hebben,1930,15
hebben,1931,2
hebben,1932,1
hebben,1933,22
hebben,1934,32
hebben,1935,40
hebben,1936,8
hebben,1937,20
hebben,1938,16
hebben,1939,2
hebben,1940,21
hebben,1941,7
hebben,1943,4
hebben,1945,6
hebben,1946,17
hebben,1947,4
hebben,1948,11
hebben,1949,27
hebben,1950,6
hebben,1951,33
hebben,1952,12
hebben,1953,15
hebben,1954,16
hebben,1955,9
hebben,1956,24
hebben,1957,17
hebben,1958,12
hebben,1959,22
hebben,1960,7
hebben,1961,9
hebben,1963,24
hebben,1964,55
hebben,1965,8
hebben,1968,7
hebben,1970,34
hebben,1971,19
hebben,1972,17
hebben,1973,8
hebben,1974,3
hebben,1975,23
hebben,1977,5
hebben,1978,56
hebben,1979,59
hebben,1980,21
hebben,1981,12
hebben,1982,21
hebben,1983,3
hebben,1985,5
hebben,1986,2
hebben,1987,2
hebben,1988,14
hebben,1989,11
hebben,1990,1
hebben,1991,29
hebben,1992,35
hebben,1993,6
hebben,1994,35
hebben,1995,13
hebben,1997,19
hebben,1999,29
hechten,1840,1
hechten,1842,1
hechten,1846,2
hechten,1847,1
hechten,1858,1
hechten,1869,5
hechten,1871,1
hechten,1888,1
hechten,1894,1
hechten,1898,1
hechten,1903,1
hechten,1904,1
hechten,1905,1
hechten,1926,2
hechten,1930,1
hechten,1933,3
hechten,1947,1
hechten,1949,1
hechten,1953,2
hechten,1955,1
hechten,1956,1
hechten,1957,1
hechten,1961,1
hechten,1973,1
hechten,1994,1
hechten,1999,2
heen_gaan,1840,1
heen_gaan,1892,1
heen_gaan,1904,1
heen_gaan,1907,1
heen_gaan,1919,2
heen_gaan,1920,1
heen_gaan,1926,4
heen_gaan,1964,1
heen_gaan,1970,1
heen_glijden,1895,1
heen_golven,1847,1
heen_jagen,1926,1
heen_kijken,1906,1
heen_kijken,1964,1
heen_kijken,1977,1
heen_lopen,1895,1
heen_lopen,1905,1
heen_lopen,1992,1
heen_lopen,1999,1
heen_moeten,1978,1
heen_slaan,1919,1
heen_slaan,1930,1
heen_snellen,1847,1
heen_snellen,1890,1
heen_staan,1922,1
heen_stappen,1875,1
heen_suizen,1895,1
heen_treden,1841,1
heen_trekken,1925,1
heen_trekken,1961,1
heen_vallen,1922,1
heen_varen,1919,1
heen_verzamelen,1936,1
heen_zetten,1891,1
heen_zetten,1994,1
heen_zwermen,1902,1
heendrijven,1894,1
heersen,1839,3
heersen,1842,2
heersen,1843,1
heersen,1869,2
heersen,1874,2
heersen,1880,1
heersen,1890,5
heersen,1894,2
heersen,1895,5
heersen,1903,2
heersen,1906,2
heersen,1911,3
heersen,1919,1
heersen,1920,2
heersen,1928,1
heersen,1934,2
heersen,1938,1
heersen,1946,1
heersen,1949,1
heersen,1954,3
heersen,1964,1
heersen,1971,2
heersen,1972,2
heersen,1973,1
heersen,1977,1
heersen,1999,1
heffen,1847,1
heffen,1905,2
heffen,1910,1
heffen,1919,2
heffen,1922,1
heffen,1925,3
heffen,1930,2
heffen,1975,1
heffen,1977,1
heffen,1980,1
heiligen,1841,1
heiligen,1951,1
hekelen,1946,1
hekelen,1984,1
hekelen,1995,1
helen,1918,1
helen,1934,1
helen,1959,1
helen,1983,1
hellen,1896,1
hellen,1905,2
hellen,1981,1
helpen,1842,3
helpen,1860,1
helpen,1880,1
helpen,1890,1
helpen,1891,4
helpen,1894,1
helpen,1895,1
helpen,1905,2
helpen,1906,2
helpen,1910,6
helpen,1919,1
helpen,1924,1
helpen,1925,3
helpen,1926,1
helpen,1930,5
helpen,1933,1
helpen,1934,1
helpen,1937,1
helpen,1946,1
helpen,1948,1
helpen,1949,1
helpen,1959,1
helpen,1961,1
helpen,1965,1
helpen,1970,1
helpen,1971,1
helpen,1972,1
helpen,1977,1
helpen,1978,1
helpen,1982,1
helpen,1991,2
helpen,1992,1
helpen,1994,1
helpen,1999,1
hengelen,1964,1
herademen,1978,1
herbeginnen,1908,1
herbeginnen,1935,1
herbeleven,1992,1
herbergen,1951,1
herbergen,1982,1
herdenken,1904,1
herdenken,1906,1
herdenken,1924,3
herdenken,1925,1
herdenken,1932,4
herdenken,1951,1
herdenken,1959,1
herenigen,1869,2
hergeven,1943,2
herhalen,1837,1
herhalen,1840,1
herhalen,1841,1
herhalen,1842,2
herhalen,1846,1
herhalen,1860,2
herhalen,1869,2
herhalen,1880,2
