verb1,year,frequency
op_vangen,1940,1
op_vangen,1947,1
op_vangen,1952,1
op_vangen,1964,2
op_vangen,1991,1
op_vangen,1997,1
op_vangen,1999,1
op_vatten,1842,1
op_vatten,1894,1
op_vatten,1904,1
op_vatten,1918,1
op_vatten,1935,1
op_vatten,1945,1
op_vatten,1946,1
op_vatten,1961,1
op_vatten,1964,1
op_vatten,1972,1
op_vatten,1988,1
op_veren,1919,2
op_vlammen,1938,1
op_vliegen,1895,2
op_vliegen,1906,1
op_vliegen,1922,1
op_vliegen,1940,1
op_vliegen,1997,1
op_voeden,1860,1
op_voeden,1911,1
op_voeden,1936,1
op_voeden,1995,1
op_voeren,1968,1
op_voeren,1975,1
op_voeren,1988,1
op_voeren,1999,1
op_volgen,1860,1
op_volgen,1869,1
op_volgen,1880,1
op_volgen,1936,1
op_volgen,1980,1
op_volgen,1995,1
op_vorderen,1869,1
op_vreten,1926,1
op_vullen,1991,1
op_wachten,1918,1
op_wachten,1925,1
op_wachten,1930,1
op_wachten,1951,1
op_wandelen,1960,1
op_wegen,1837,1
op_wegen,1875,1
op_wekken,1839,1
op_wekken,1840,1
op_wekken,1846,1
op_wekken,1869,2
op_wekken,1874,3
op_wekken,1888,1
op_wekken,1895,2
op_wekken,1920,1
op_wekken,1926,1
op_wekken,1934,2
op_wekken,1943,1
op_wekken,1945,1
op_wekken,1960,1
op_wekken,1971,1
op_wekken,1979,1
op_wekken,1981,1
op_wekken,1985,1
op_wellen,1948,1
op_wellen,1978,1
op_werpen,1890,1
op_werpen,1922,1
op_werpen,1962,1
op_wijzen,1961,1
op_winden,1860,1
op_winden,1894,1
op_winden,1918,1
op_winden,1919,1
op_winden,1926,1
op_wippen,1895,1
op_wippen,1922,1
op_zeggen,1905,2
op_zeggen,1926,1
op_zeggen,1978,1
op_zetten,1837,1
op_zetten,1842,1
op_zetten,1860,1
op_zetten,1895,1
op_zetten,1918,1
op_zetten,1922,1
op_zetten,1956,1
op_zetten,1970,1
op_zien,1841,1
op_zien,1891,1
op_zien,1895,2
op_zien,1896,1
op_zien,1905,3
op_zien,1919,2
op_zien,1924,1
op_zien,1925,2
op_zien,1957,2
op_zien,1975,1
op_zien,1985,1
op_zijn,1841,1
op_zijn,1919,1
op_zijn,1934,1
op_zitten,1840,1
op_zitten,1905,1
op_zitten,1949,1
op_zoeken,1896,1
op_zoeken,1905,1
op_zoeken,1906,1
op_zoeken,1909,1
op_zoeken,1925,1
op_zoeken,1935,1
op_zoeken,1940,1
op_zoeken,1941,1
op_zoeken,1954,1
op_zoeken,1970,1
op_zoeken,1978,2
opeen_klemmen,1919,1
opeen_stapelen,1905,1
open_bloeien,1938,1
open_bloeien,1977,1
open_bloeien,1991,1
open_breken,1978,1
open_doen,1898,1
open_doen,1910,2
open_doen,1940,1
open_doen,1964,1
open_doen,1971,1
open_doen,1975,3
open_doen,1978,1
open_gaan,1837,1
open_gaan,1904,1
open_gaan,1910,1
open_gaan,1922,1
open_gaan,1924,1
open_gaan,1930,1
open_gaan,1963,1
open_gaan,1980,1
open_gooien,1910,1
open_houden,1934,1
open_houden,1949,1
open_houden,1964,1
open_houden,1978,2
open_laten,1953,1
open_laten,1958,1
open_schuiven,1949,1
open_slaan,1892,1
open_slaan,1919,1
open_slaan,1935,2
open_slaan,1964,1
open_slaan,1970,2
open_sluiten,1903,1
open_sperren,1905,1
open_sperren,1971,1
open_springen,1890,1
open_springen,1892,1
open_springen,1925,1
open_staan,1858,1
open_staan,1874,1
open_staan,1875,1
open_staan,1910,1
open_staan,1924,1
open_staan,1935,2
open_staan,1939,1
open_staan,1951,1
open_staan,1978,2
open_trekken,1890,1
open_trekken,1925,1
open_trekken,1981,1
open_vallen,1934,1
open_vallen,1978,1
open_vouwen,1948,1
open_zwaaien,1922,1
openbaren,1837,1
openbaren,1843,1
openbaren,1846,1
openbaren,1860,1
openbaren,1869,3
openbaren,1874,2
openbaren,1894,1
openbaren,1895,3
openbaren,1898,1
openbaren,1905,2
openbaren,1925,1
openbaren,1928,1
openbaren,1929,1
openbaren,1934,1
openbaren,1936,1
openbaren,1937,1
openbaren,1951,1
openbaren,1959,1
openbaren,1961,1
openbaren,1972,1
openbaren,1977,1
openbaren,1982,2
openen,1837,1
openen,1847,2
openen,1871,1
openen,1874,2
openen,1891,1
openen,1894,1
openen,1895,3
openen,1902,2
openen,1903,2
openen,1909,1
openen,1910,2
openen,1913,1
openen,1917,2
openen,1919,2
openen,1922,2
openen,1924,1
openen,1926,1
openen,1930,2
openen,1946,1
openen,1949,2
openen,1951,1
openen,1956,1
openen,1957,1
openen,1959,2
openen,1961,1
openen,1963,2
openen,1964,2
openen,1970,1
openen,1972,1
openen,1980,1
openen,1982,3
openen,1985,2
openen,1986,4
openen,1995,1
openen,1999,1
opgesloten_zitten,1948,1
opperen,1874,1
opperen,1888,1
opperen,1918,1
opperen,1924,1
opteren,1991,1
orakelen,1980,1
orakelen,1992,1
ordenen,1919,1
ordenen,1963,1
ordenen,1973,1
ordonneren,1891,1
ordonneren,1922,1
organiseren,1902,1
organiseren,1936,1
organiseren,1970,1
organiseren,1978,1
organiseren,1999,1
oriënteren,1980,1
over_blijven,1839,1
over_blijven,1841,1
over_blijven,1860,1
over_blijven,1869,1
over_blijven,1874,1
over_blijven,1898,2
over_blijven,1903,1
over_blijven,1905,2
over_blijven,1907,2
over_blijven,1925,1
over_blijven,1937,1
over_blijven,1946,2
over_blijven,1947,2
over_blijven,1948,2
over_blijven,1951,1
over_blijven,1959,1
over_blijven,1961,1
over_blijven,1978,1
over_blijven,1980,1
over_blijven,1991,2
over_blijven,1992,1
over_blijven,1999,1
over_brengen,1874,1
over_brengen,1896,1
over_brengen,1903,1
over_brengen,1918,1
over_buigen,1925,1
over_denken,1922,1
over_denken,1999,1
over_doen,1978,1
over_dragen,1903,1
over_dragen,1935,1
over_dragen,1973,1
over_dragen,1999,1
over_drukken,1930,1
over_fluisteren,1905,1
over_gaan,1842,2
over_gaan,1846,2
over_gaan,1847,1
over_gaan,1869,1
over_gaan,1871,1
over_gaan,1890,1
over_gaan,1895,2
over_gaan,1898,1
over_gaan,1902,1
over_gaan,1925,2
over_gaan,1926,1
over_gaan,1933,1
over_gaan,1934,2
over_gaan,1937,1
over_gaan,1940,3
over_gaan,1945,1
over_gaan,1946,2
over_gaan,1950,1
over_gaan,1951,2
over_gaan,1954,1
over_gaan,1956,1
over_gaan,1957,2
over_gaan,1963,1
over_gaan,1971,1
over_gaan,1985,1
over_gaan,1999,1
over_geven,1846,3
over_geven,1847,1
over_geven,1880,1
over_geven,1890,1
over_geven,1891,1
over_geven,1911,1
over_geven,1925,1
over_geven,1934,1
over_geven,1938,1
over_geven,1951,1
over_geven,1979,1
over_gieten,1910,1
over_halen,1971,1
over_hebben,1842,1
over_hebben,1888,1
over_hebben,1903,1
over_hebben,1905,1
over_hebben,1911,1
over_hebben,1924,1
over_hebben,1925,1
over_hebben,1935,1
over_hebben,1949,1
over_hebben,1951,1
over_hebben,1955,1
over_hebben,1960,1
over_hebben,1975,1
over_hebben,1979,1
over_hellen,1869,1
over_hellen,1880,1
over_hellen,1917,1
over_hellen,1991,1
over_helpen,1977,1
over_houden,1977,1
over_houden,1992,1
over_komen,1869,1
over_komen,1975,2
over_komen,1991,1
over_komen,1992,3
over_laten,1837,2
over_laten,1841,1
over_laten,1846,1
over_laten,1847,1
over_laten,1860,1
over_laten,1874,1
over_laten,1894,1
over_laten,1895,1
over_laten,1902,1
over_laten,1905,2
over_laten,1918,1
over_laten,1926,1
over_laten,1941,1
over_laten,1953,1
over_laten,1979,1
over_leggen,1869,1
over_leveren,1926,1
over_leveren,1935,1
over_leveren,1951,1
over_lezen,1918,1
over_lopen,1860,1
over_lopen,1903,1
over_maken,1964,1
over_nemen,1894,1
over_nemen,1903,1
over_nemen,1912,1
over_nemen,1917,1
over_nemen,1919,1
over_nemen,1922,1
over_nemen,1946,1
over_nemen,1955,1
over_nemen,1965,1
over_nemen,1979,1
over_nemen,1984,1
over_nemen,1991,1
over_peinzen,1929,1
over_reiken,1978,2
over_rommelen,1970,1
over_schakelen,1992,1
over_schakelen,1997,1
over_schieten,1837,1
over_schieten,1839,1
over_schieten,1949,1
over_schieten,1971,1
over_schouwen,1959,1
over_schrijven,1960,1
over_schrijven,1982,1
over_schrijven,1991,1
over_slaan,1846,1
over_slaan,1847,1
over_slaan,1895,1
over_slaan,1912,1
over_slaan,1919,1
over_slaan,1929,1
over_slaan,1934,1
over_slaan,1936,1
over_slaan,1953,1
over_slaan,1981,1
over_springen,1839,1
over_staan,1869,1
over_steken,1925,1
over_stuiven,1949,1
over_trekken,1857,2
over_trekken,1860,1
over_trekken,1922,1
over_vallen,1991,1
over_vloeien,1925,1
over_waaien,1847,1
over_wandelen,1925,1
over_zenden,1930,1
over_zijn,1907,1
overbruggen,1992,1
overdekken,1919,1
overdenken,1905,1
overdenken,1919,1
overdonderen,1953,1
overdonderen,1978,1
overdrijven,1918,1
overeen_komen,1840,1
overeen_komen,1842,1
overeen_komen,1869,2
overeen_komen,1871,1
overeen_komen,1880,1
overeen_komen,1890,3
overeen_komen,1902,1
overeen_komen,1917,1
overeen_komen,1924,1
overeen_komen,1933,1
overeen_komen,1934,1
overeen_komen,1939,1
overeen_komen,1940,1
overeen_komen,1960,1
overeen_komen,1965,1
overeen_komen,1975,1
overeen_komen,1980,2
overeen_stemmen,1840,1
overeen_stemmen,1874,1
overeen_stemmen,1880,1
overeen_stemmen,1939,1
overeen_stemmen,1943,1
overeen_stemmen,1946,1
overeen_stemmen,1953,1
overeen_stemmen,1979,1
overeen_stemmen,1981,1
overeen_stemmen,1985,1
overeen_stemmen,1988,1
overeen_stemmen,1991,1
overeen_stemmen,1992,1
overgieten,1874,1
overhalen,1880,1
overheersen,1902,1
overheersen,1953,1
overheersen,1957,1
overheersen,1959,1
overheersen,1961,1
overheersen,1978,1
overheersen,1979,1
overhoop_liggen,1847,1
overhoop_liggen,1964,2
overhoop_liggen,1982,1
overkomen,1860,1
overkomen,1875,1
overkomen,1926,1
overkomen,1943,1
overkomen,1949,1
overkomen,1964,1
overkomen,1981,1
overkomen,1992,1
overkomen,1995,1
overladen,1837,2
overladen,1891,1
overladen,1959,1
overlappen,1985,1
overleggen,1880,2
overleggen,1919,3
overleggen,1922,1
overleven,1869,1
overleven,1895,1
overleven,1956,1
overleven,1959,1
overleven,1970,1
overlijden,1891,1
overlijden,1902,1
overlijden,1935,1
overlijden,1959,1
overlijden,1968,1
overlijden,1972,1
overlijden,1973,1
overlijden,1991,1
overlopen,1982,1
overlopen,1991,1
overmannen,1971,1
overmeesteren,1952,1
overmogen,1890,1
overreden,1918,1
overrompelen,1935,1
overrompelen,1956,1
overschaduwen,1837,1
overschaduwen,1938,1
overschatten,1871,1
overschatten,1930,1
overschatten,1956,1
overschatten,1970,1
overschatten,1972,1
overschrijden,1880,1
overschrijden,1891,1
overschrijden,1902,1
overschrijden,1973,1
overspoelen,1951,1
overspoelen,1957,1
overstelpen,1891,1
overstelpen,1895,1
overstelpen,1936,1
overstromen,1847,1
overtreden,1951,1
overtreden,1979,1
overtreffen,1842,1
overtreffen,1857,1
overtreffen,1860,1
overtreffen,1875,1
overtreffen,1888,1
overtreffen,1890,1
overtreffen,1909,1
overtreffen,1925,1
overtreffen,1952,2
overtreffen,1979,2
overtreffen,1984,1
overtuigen,1837,1
overtuigen,1880,1
overtuigen,1895,1
overtuigen,1911,1
overtuigen,1931,1
overtuigen,1991,1
overtuigen,1992,1
overvallen,1841,1
overvallen,1895,1
overvallen,1922,1
overvallen,1928,1
overvallen,1960,1
overvallen,1971,1
overvallen,1980,1
overvallen,1987,1
overvallen,1992,3
overwegen,1905,1
overwegen,1911,1
overwegen,1926,4
overwegen,1938,1
overwegen,1956,1
overwegen,1959,1
overwegen,1975,1
overweldigen,1937,1
overweldigen,1999,1
overwinnen,1837,1
overwinnen,1839,1
overwinnen,1842,2
overwinnen,1874,1
overwinnen,1890,1
overwinnen,1905,1
overwinnen,1925,2
overwinnen,1936,1
overwinnen,1937,1
overwinnen,1954,2
overwinteren,1902,1
overzien,1880,1
overzien,1937,1
overzien,1943,1
overzien,1959,1
overzien,1972,1
overzien,1980,1
overzien,1988,1
overzien,1991,1
pakken,1907,1
pakken,1910,1
pakken,1925,1
pakken,1963,1
pakken,1980,1
paraderen,1991,1
parafraseren,1933,1
parasiteren,1999,1
parelen,1839,1
parelen,1898,2
paren,1840,2
paren,1875,1
paren,1890,1
parodieren,1992,1
participeren,1961,1
passen,1837,1
passen,1842,1
passen,1847,1
passen,1858,1
passen,1880,4
passen,1890,1
passen,1891,1
passen,1892,1
passen,1894,1
passen,1895,1
passen,1908,1
passen,1909,1
passen,1919,2
passen,1920,1
passen,1924,2
passen,1926,3
passen,1937,1
passen,1938,1
passen,1943,1
passen,1946,1
passen,1949,1
passen,1951,2
passen,1952,2
passen,1954,1
passen,1957,1
passen,1959,1
passen,1961,1
passen,1963,1
passen,1964,2
passen,1971,2
passen,1972,1
passen,1978,2
passen,1980,1
passen,1984,1
passen,1985,1
passen,1991,3
passen,1993,1
passen,1994,3
passen,1997,1
passen,1999,1
passeren,1840,1
passeren,1896,1
passeren,1902,1
passeren,1922,1
passeren,1935,1
passeren,1940,1
passeren,1999,1
peilen,1891,1
peilen,1919,2
peilen,1946,1
peinzen,1905,1
peinzen,1908,4
peinzen,1911,1
peinzen,1925,3
peizen,1971,1
pellen,1940,1
pendelen,1991,1
pennen,1980,1
pennen,1983,1
permitteren,1895,1
permitteren,1972,1
persen,1930,1
persen,1959,1
personifiëren,1985,1
peuteren,1910,1
peuteren,1922,1
peuzelen,1935,1
pieken,1959,1
piekeren,1992,1
piepen,1910,2
piesen,1978,1
pikken,1895,1
pikken,1924,1
pinken,1949,1
pinkogen,1949,1
plaats_grijpen,1840,1
plaats_grijpen,1898,1
plaats_hebben,1842,1
plaats_hebben,1874,1
plaats_hebben,1875,1
plaats_hebben,1888,1
plaats_hebben,1890,1
plaats_hebben,1895,1
plaats_hebben,1896,1
plaats_hebben,1905,1
plaats_hebben,1906,1
plaats_hebben,1909,1
plaats_hebben,1924,2
plaats_hebben,1951,3
plaats_hebben,1956,1
plaats_hebben,1972,1
plaats_hebben,1992,1
plaats_nemen,1874,1
plaats_nemen,1895,2
plaats_nemen,1908,1
plaats_nemen,1919,1
plaats_nemen,1941,1
plaats_vinden,1874,1
plaats_vinden,1896,3
plaats_vinden,1902,2
plaats_vinden,1918,1
plaats_vinden,1950,1
plaats_vinden,1952,2
plaats_vinden,1955,1
plaats_vinden,1961,1
plaats_vinden,1973,1
plaats_vinden,1980,2
plaats_vinden,1981,1
plaats_vinden,1985,1
plaats_vinden,1991,1
plaats_vinden,1992,1
plaats_vinden,1995,2
plaatsen,1837,2
plaatsen,1841,1
plaatsen,1842,1
plaatsen,1846,2
plaatsen,1858,1
plaatsen,1871,1
plaatsen,1880,1
plaatsen,1892,1
plaatsen,1894,1
plaatsen,1903,1
plaatsen,1905,1
plaatsen,1913,1
plaatsen,1917,1
plaatsen,1923,1
plaatsen,1933,1
plaatsen,1935,1
plaatsen,1936,1
plaatsen,1940,1
plaatsen,1946,1
plaatsen,1948,2
plaatsen,1951,2
plaatsen,1954,1
plaatsen,1955,1
plaatsen,1982,1
plaatsen,1986,1
plaatsen,1988,1
plaatsen,1991,1
plaatsen,1992,1
plaatsen,1994,4
plaatsen,1995,1
plaatsen,1999,1
plagen,1842,2
plagen,1891,1
plagen,1917,2
plagen,1919,2
plagen,1924,1
plagen,1925,1
plagen,1926,2
plagen,1979,1
plaggen,1837,1
plaggen,1842,8
plaggen,1847,1
plaggen,1858,1
plakken,1898,1
plakken,1963,1
plakken,1977,1
planten,1971,1
planten,1977,1
planten,1978,1
planten,1983,1
plassen,1922,1
plegen,1846,1
plegen,1912,1
plegen,1940,1
plegen,1951,1
plegen,1975,1
plegen,1983,1
pleiten,1842,1
pleiten,1847,1
pleiten,1891,2
pleiten,1895,1
pleiten,1911,2
pleiten,1932,2
pleiten,1933,1
pleiten,1946,1
pleiten,1948,1
pleiten,1955,1
pleiten,1957,1
pleiten,1970,2
pleiten,1971,1
pleiten,1977,1
pleiten,1999,2
plengen,1839,1
plengen,1904,1
ploffen,1909,1
ploffen,1910,1
ploffen,1949,1
ploffen,1978,1
plooien,1847,1
plooien,1917,1
plooien,1925,1
plukken,1842,1
plukken,1904,1
plukken,1919,1
plukken,1925,1
plukken,1960,1
plukken,1979,3
plunderen,1910,1
pochen,1892,1
poetsen,1919,1
poetsen,1922,1
poetsen,1978,1
pogen,1898,1
pompen,1891,1
poneren,1961,1
porren,1905,1
porren,1922,1
portretteren,1984,1
poseren,1903,1
poseren,1911,1
poseren,1972,1
posten,1918,1
postuleren,1951,1
praten,1840,1
praten,1842,1
praten,1898,1
praten,1906,1
praten,1911,1
praten,1918,2
praten,1919,1
praten,1920,1
praten,1922,2
praten,1925,1
praten,1926,4
praten,1935,2
praten,1936,1
praten,1951,1
praten,1961,1
praten,1963,1
praten,1964,8
praten,1970,5
praten,1971,2
praten,1972,1
praten,1975,1
praten,1978,1
praten,1982,1
praten,1992,1
praten,1994,1
praten,1999,1
preciseren,1999,1
prediken,1846,1
prediken,1888,1
prediken,1890,1
prediken,1891,1
prediken,1892,1
prediken,1911,1
prediken,1925,1
prediken,1951,1
prediken,1973,1
prediken,1977,1
prefereren,1905,1
preken,1907,1
preken,1917,1
preken,1992,1
presenteren,1895,1
presenteren,1937,1
presenteren,1951,1
presenteren,1954,1
presenteren,1961,1
presenteren,1963,1
presenteren,1979,1
presenteren,1986,1
presenteren,1988,1
presteren,1924,1
presteren,1954,1
prevelen,1918,1
prevelen,1920,1
prijken,1841,2
prijken,1843,1
prijken,1908,1
prijken,1922,1
prijken,1951,2
prijken,1981,1
prijs_geven,1895,1
prijs_geven,1905,1
prijs_geven,1926,2
prijs_geven,1946,1
prijzen,1839,2
prijzen,1842,2
prijzen,1874,3
prijzen,1890,1
prijzen,1903,1
prijzen,1913,5
prijzen,1917,2
prijzen,1919,1
prijzen,1920,1
prijzen,1922,1
prijzen,1923,1
prijzen,1924,1
prijzen,1926,1
prijzen,1934,1
prijzen,1935,1
prijzen,1936,1
prijzen,1937,1
prijzen,1945,1
prijzen,1952,1
prijzen,1955,1
prijzen,1957,2
prijzen,1988,1
prikkelen,1922,1
prikkelen,1940,1
prikkelen,1945,1
prikkelen,1978,1
prikkelen,1999,1
prikken,1891,1
prikken,1910,5
prikken,1938,1
prikken,1964,1
primeren,1992,1
proberen,1918,1
proberen,1925,1
proberen,1926,1
proberen,1950,1
proberen,1957,1
proberen,1964,1
proberen,1971,1
proberen,1978,1
proclameren,1978,1
produceren,1860,1
produceren,1992,1
produceren,1999,3
proesten,1919,2
proeven,1925,1
proeven,1937,1
proeven,1938,1
proeven,1978,1
profiteren,1951,1
profiteren,1970,1
profiteren,1979,1
profiteren,1981,1
projecteren,1926,1
projecteren,1985,2
promoveren,1946,1
promoveren,1948,1
promoveren,1971,1
promoveren,1972,1
promoveren,1973,1
promoveren,1997,1
pronken,1847,1
pronken,1926,1
pronken,1935,1
pronken,1951,1
proponeren,1891,1
protesteren,1880,1
protesteren,1891,1
protesteren,1895,4
protesteren,1910,2
protesteren,1922,1
protesteren,1949,1
protesteren,1955,1
protesteren,1970,1
protesteren,1998,1
pruilen,1918,2
pruilen,1925,1
pruimen,1950,1
psalmodieren,1977,1
publiceren,1913,2
publiceren,1917,2
publiceren,1925,3
publiceren,1932,3
publiceren,1934,1
publiceren,1945,1
publiceren,1946,1
publiceren,1948,1
publiceren,1951,1
publiceren,1956,2
publiceren,1957,1
publiceren,1961,1
publiceren,1964,1
publiceren,1968,1
publiceren,1972,1
publiceren,1973,1
publiceren,1975,1
publiceren,1982,1
publiceren,1986,1
publiceren,1991,1
publiceren,1992,2
publiceren,1995,1
publiceren,1997,4
publiceren,1998,1
publiceren,1999,3
puilen,1919,1
pulken,1910,1
pupliceren,1913,1
putten,1869,1
putten,1874,1
putten,1896,1
putten,1907,1
putten,1909,1
putten,1913,1
putten,1959,1
putten,1960,1
putten,1980,1
raadplegen,1933,1
raadplegen,1994,2
raaskallen,1895,1
raaskallen,1970,1
raden,1837,1
raden,1841,1
raden,1843,1
raden,1846,1
raden,1847,1
raden,1890,1
raden,1919,1
raden,1922,2
raden,1930,1
raden,1992,1
rafelen,1891,1
railleren,1951,1
raken,1837,1
raken,1841,1
raken,1842,1
raken,1843,1
raken,1869,1
raken,1894,1
raken,1895,2
raken,1896,1
raken,1898,2
raken,1902,1
raken,1909,1
raken,1910,1
raken,1913,1
raken,1919,6
raken,1922,4
raken,1923,1
raken,1925,2
raken,1926,1
raken,1931,1
raken,1933,1
raken,1934,3
raken,1937,1
raken,1940,1
raken,1951,4
raken,1952,1
raken,1953,1
raken,1956,1
raken,1958,1
raken,1962,1
raken,1963,1
raken,1964,2
raken,1965,1
raken,1970,1
raken,1972,1
raken,1977,1
raken,1978,2
raken,1979,1
raken,1980,2
raken,1982,1
raken,1987,1
raken,1988,1
raken,1991,4
raken,1992,4
raken,1994,1
raken,1999,2
rammelen,1940,1
rammen,1972,1
ranselen,1972,1
rapen,1970,1
rapen,1977,1
rapen,1982,1
raspen,1922,1
ratelen,1847,1
ratelen,1926,1
razen,1837,1
razen,1898,1
razen,1922,1
razen,1926,1
razen,1965,1
razen,1977,1
reageren,1931,1
reageren,1933,1
reageren,1948,1
reageren,1954,1
reageren,1955,1
reageren,1958,1
reageren,1972,3
reageren,1973,1
reageren,1978,1
reageren,1979,2
reageren,1982,1
reageren,1989,2
reageren,1992,3
reageren,1994,2
reageren,1995,2
realiseren,1951,1
realiseren,1972,1
realiseren,1981,1
realiseren,1982,1
realiseren,1997,1
rebelleren,1961,1
rebelleren,1972,1
recenseren,1843,1
recenseren,1982,1
recenseren,1995,1
recht_schuiven,1919,1
recht_spreken,1979,1
recht_staan,1906,1
recht_staan,1964,1
recht_trekken,1919,1
rechten,1908,1
rechten,1919,1
rechtvaardigen,1843,1
rechtvaardigen,1905,1
rechtvaardigen,1912,1
rechtvaardigen,1918,1
rechtvaardigen,1928,1
rechtvaardigen,1956,1
rechtvaardigen,1961,1
rechtvaardigen,1994,1
rechtvaardigen,1999,1
reconstrueren,1858,1
reconstrueren,1869,1
reconstrueren,1984,1
recupereren,1992,1
recycleren,1999,1
redden,1842,2
redden,1895,1
redden,1906,1
redden,1919,1
redden,1924,1
redden,1943,1
redden,1945,1
redden,1977,1
redden,1980,1
redden,1982,1
redeneren,1860,2
redeneren,1875,1
redeneren,1880,2
redeneren,1894,1
redeneren,1895,1
redeneren,1917,1
redeneren,1918,1
redeneren,1946,1
redeneren,1971,1
redeneren,1979,1
redigeren,1995,1
reduceren,1958,1
reduceren,1979,2
reduceren,1980,2
reduceren,1986,1
reduceren,1992,1
reflecteren,1977,1
reformeren,1946,1
regelen,1841,1
regelen,1895,1
regelen,1905,1
regelen,1912,2
regelen,1931,1
regelen,1945,1
regelen,1947,1
regelen,1971,1
regelen,1991,1
regenen,1860,1
regenen,1935,1
regenen,1963,2
regenen,1971,1
regeren,1880,2
regeren,1890,1
regeren,1892,1
regeren,1958,1
regeren,1964,1
regeren,1970,1
regeren,1981,1
regeren,1988,1
registreren,1955,1
registreren,1982,1
registreren,1992,1
registreren,1994,2
reiken,1842,2
reiken,1846,1
reiken,1869,2
reiken,1890,2
reiken,1895,1
reiken,1903,1
reiken,1919,1
reiken,1920,2
reiken,1922,1
reiken,1925,1
reiken,1935,1
reiken,1938,1
reiken,1951,1
reiken,1955,1
reiken,1957,1
reiken,1959,1
reiken,1963,1
reiken,1964,1
reiken,1977,2
reiken,1978,3
reiken,1979,1
reiken,1985,1
reiken,1987,1
reilen,1906,1
reilen,1978,1
reinigen,1930,2
reinigen,1940,1
reizen,1837,2
reizen,1846,1
reizen,1857,4
reizen,1896,1
reizen,1898,1
reizen,1909,1
reizen,1919,1
reizen,1935,1
reizen,1956,1
reizen,1957,1
reizen,1964,1
reizen,1965,1
reizen,1977,2
reizen,1991,1
reizen,1992,1
reizen,1997,2
reizen,1999,1
rekenen,1837,1
rekenen,1839,1
rekenen,1840,1
rekenen,1841,1
rekenen,1843,2
rekenen,1874,1
rekenen,1880,1
rekenen,1888,2
rekenen,1894,1
rekenen,1910,1
rekenen,1911,1
rekenen,1939,1
rekenen,1951,1
rekenen,1956,1
rekenen,1959,1
rekenen,1964,2
rekenen,1982,1
rekken,1905,2
relativeren,1953,1
remmen,1945,1
remmen,1962,1
rennen,1925,1
rennen,1926,1
rennen,1941,1
rennen,1959,1
rennen,1978,1
repliceren,1871,1
reppen,1842,1
reppen,1843,1
reppen,1909,1
reppen,1919,1
reppen,1961,1
reppen,1970,1
representeren,1891,1
representeren,1894,1
representeren,1952,1
representeren,1975,2
representeren,1994,1
requireren,1926,1
respecteren,1934,1
respecteren,1935,1
respecteren,1979,1
resten,1841,1
resten,1891,1
resten,1926,2
resten,1935,1
resten,1956,1
resten,1977,1
resten,1980,2
resten,1989,1
resten,1993,1
resten,1995,1
resteren,1979,1
resulteren,1952,1
resulteren,1985,1
resumeren,1871,1
resumeren,1991,1
revitaliseren,1984,1
richten,1840,1
richten,1841,1
richten,1842,2
richten,1846,1
richten,1857,1
richten,1869,1
richten,1874,2
richten,1875,2
richten,1880,1
richten,1890,2
richten,1891,1
richten,1895,3
richten,1896,1
richten,1902,1
richten,1903,1
richten,1905,1
richten,1917,1
richten,1918,1
richten,1920,1
richten,1925,1
richten,1926,2
richten,1931,1
richten,1933,1
richten,1934,3
richten,1935,1
richten,1936,1
richten,1939,3
richten,1946,1
richten,1953,1
richten,1956,3
richten,1959,2
richten,1972,1
richten,1980,1
richten,1981,1
richten,1984,1
richten,1988,1
richten,1992,1
richten,1994,2
richten,1999,1
rijden,1837,1
rijden,1895,1
rijden,1911,2
rijden,1922,1
rijden,1929,1
rijden,1930,1
rijden,1933,1
rijden,1935,5
rijden,1940,2
rijden,1947,2
rijden,1949,1
rijden,1952,1
rijden,1964,1
rijden,1971,1
rijden,1977,1
rijden,1978,1
rijden,1981,1
rijden,1997,1
rijgen,1896,1
rijmen,1890,1
rijmen,1959,1
rijmen,1982,1
rijpen,1891,1
rijpen,1948,1
rijpen,1977,1
rijzen,1837,3
rijzen,1839,1
rijzen,1842,1
rijzen,1871,1
rijzen,1875,1
rijzen,1890,1
rijzen,1892,2
rijzen,1896,1
rijzen,1902,1
rijzen,1903,4
rijzen,1905,1
rijzen,1909,1
rijzen,1920,1
rijzen,1925,1
rijzen,1938,1
rijzen,1941,1
rijzen,1946,1
rijzen,1948,1
rijzen,1951,1
rijzen,1964,1
rijzen,1970,1
rijzen,1977,1
rijzen,1980,2
rijzen,1994,1
rillen,1978,1
rillen,1989,1
rillen,1997,1
rimpelen,1842,1
rimpelen,1978,1
rinkelen,1891,1
rinkelen,1919,1
rinkelen,1922,1
rinkelen,1935,1
rinkelen,1978,1
riskeren,1935,1
riskeren,1940,1
riskeren,1963,1
riskeren,1994,2
ritselen,1940,1
ritselen,1949,1
roemen,1837,1
roemen,1839,1
roemen,1857,1
roemen,1874,2
roemen,1890,1
roemen,1894,2
roemen,1905,1
roemen,1977,1
roepen,1837,14
roepen,1839,1
roepen,1841,16
roepen,1842,7
roepen,1843,1
roepen,1847,1
roepen,1860,1
roepen,1869,1
roepen,1874,1
roepen,1875,1
roepen,1880,1
roepen,1891,3
roepen,1894,1
roepen,1895,6
roepen,1896,1
roepen,1898,1
roepen,1903,2
roepen,1904,2
roepen,1905,3
roepen,1906,5
roepen,1910,3
roepen,1911,1
roepen,1917,1
roepen,1918,3
roepen,1919,1
roepen,1922,4
roepen,1924,1
